synthetic_clients,validator_count,threshold,bandwidth_mbps,rtt_ms,proposal_kb,finality_record_kb,proposal_tx_ms,vote_tx_ms,network_ms,verification_ms,estimated_finality_ms
50,11,7,100.0,100.0,56.9088671875,1.66318359375,4.6619744,0.13624799999999998,204.7982224,20.054360000649467,224.85258240064945
100,3,2,10.0,10.0,112.3635546875,0.74033203125,92.048224,0.60648,112.65470400000001,10.807361999177374,123.46206599917738
100,3,2,10.0,50.0,112.3635546875,0.74033203125,92.048224,0.60648,192.654704,10.807361999177374,203.46206599917738
100,3,2,10.0,100.0,112.3635546875,0.74033203125,92.048224,0.60648,292.654704,10.807361999177374,303.46206599917736
100,3,2,50.0,10.0,112.3635546875,0.74033203125,18.4096448,0.121296,38.530940799999996,10.807361999177374,49.33830279917737
100,3,2,50.0,50.0,112.3635546875,0.74033203125,18.4096448,0.121296,118.5309408,10.807361999177374,129.33830279917737
100,3,2,50.0,100.0,112.3635546875,0.74033203125,18.4096448,0.121296,218.5309408,10.807361999177374,229.33830279917737
100,3,2,100.0,10.0,112.3635546875,0.74033203125,9.2048224,0.060648,29.265470399999998,10.807361999177374,40.07283239917737
100,3,2,100.0,50.0,112.3635546875,0.74033203125,9.2048224,0.060648,109.2654704,10.807361999177374,120.07283239917737
100,3,2,100.0,100.0,112.3635546875,0.74033203125,9.2048224,0.060648,209.2654704,10.807361999177374,220.07283239917737
100,5,3,10.0,10.0,112.3635546875,0.97080078125,92.048224,0.79528,112.84350400000001,18.044737998279743,130.88824199827974
100,5,3,10.0,50.0,112.3635546875,0.97080078125,92.048224,0.79528,192.843504,18.044737998279743,210.88824199827974
100,5,3,10.0,100.0,112.3635546875,0.97080078125,92.048224,0.79528,292.843504,18.044737998279743,310.88824199827974
100,5,3,50.0,10.0,112.3635546875,0.97080078125,18.4096448,0.159056,38.568700799999995,18.044737998279743,56.61343879827974
100,5,3,50.0,50.0,112.3635546875,0.97080078125,18.4096448,0.159056,118.5687008,18.044737998279743,136.61343879827973
100,5,3,50.0,100.0,112.3635546875,0.97080078125,18.4096448,0.159056,218.5687008,18.044737998279743,236.61343879827973
100,5,3,100.0,10.0,112.3635546875,0.97080078125,9.2048224,0.079528,29.284350399999997,18.044737998279743,47.32908839827974
100,5,3,100.0,50.0,112.3635546875,0.97080078125,9.2048224,0.079528,109.2843504,18.044737998279743,127.32908839827974
100,5,3,100.0,100.0,112.3635546875,0.97080078125,9.2048224,0.079528,209.28435040000002,18.044737998279743,227.32908839827977
100,7,4,10.0,10.0,112.3635546875,1.20126953125,92.048224,0.98408,113.03230400000001,25.076882001012564,138.10918600101257
100,7,4,10.0,50.0,112.3635546875,1.20126953125,92.048224,0.98408,193.032304,25.076882001012564,218.10918600101257
100,7,4,10.0,100.0,112.3635546875,1.20126953125,92.048224,0.98408,293.032304,25.076882001012564,318.1091860010126
100,7,4,50.0,10.0,112.3635546875,1.20126953125,18.4096448,0.196816,38.606460799999994,25.076882001012564,63.68334280101256
100,7,4,50.0,50.0,112.3635546875,1.20126953125,18.4096448,0.196816,118.6064608,25.076882001012564,143.68334280101254
100,7,4,50.0,100.0,112.3635546875,1.20126953125,18.4096448,0.196816,218.6064608,25.076882001012564,243.68334280101257
100,7,4,100.0,10.0,112.3635546875,1.20126953125,9.2048224,0.098408,29.303230399999997,25.076882001012564,54.38011240101256
