run,experiment_name,dataset,split,attack_type,seed,rounds,validator_count,threshold,byzantine_validators,valid_block_finalization_rate,mean_valid_verification_time_ms,scenario,invalid_block_rejection_rate,invalid_block_acceptance_rate,tampered_blocks,mean_invalid_verification_time_ms
core_cifar10_noniid_sign_flip_proposed_s43_20260608_153742,core_cifar10_noniid_sign_flip_proposed_s43,CIFAR10,Non-IID,sign_flip,43,120,5,3,0,1.0,1.268628333248974,client_weight_tamper,1.0,0.0,120,0.28659083363891114
core_cifar10_noniid_sign_flip_proposed_s43_20260608_153742,core_cifar10_noniid_sign_flip_proposed_s43,CIFAR10,Non-IID,sign_flip,43,120,5,3,0,1.0,1.268628333248974,model_hash_tamper,1.0,0.0,120,0.2821099996557071
core_cifar10_noniid_sign_flip_proposed_s43_20260608_153742,core_cifar10_noniid_sign_flip_proposed_s43,CIFAR10,Non-IID,sign_flip,43,120,5,3,0,1.0,1.268628333248974,previous_hash_tamper,1.0,0.0,120,0.00828166642653135
core_cifar10_noniid_sign_flip_proposed_s43_20260608_153742,core_cifar10_noniid_sign_flip_proposed_s43,CIFAR10,Non-IID,sign_flip,43,120,5,3,0,1.0,1.268628333248974,omit_client,1.0,0.0,120,0.27599916684266645
core_cifar10_noniid_sign_flip_proposed_s43_20260608_153742,core_cifar10_noniid_sign_flip_proposed_s43,CIFAR10,Non-IID,sign_flip,43,120,5,3,0,1.0,1.268628333248974,fake_client,1.0,0.0,120,0.29215083401747205
core_cifar10_noniid_sign_flip_proposed_s43_20260608_153742,core_cifar10_noniid_sign_flip_proposed_s43,CIFAR10,Non-IID,sign_flip,43,120,5,3,0,1.0,1.268628333248974,client_signature_tamper,1.0,0.0,120,1.0204849999960668
core_cifar10_noniid_sign_flip_proposed_s43_20260608_153742,core_cifar10_noniid_sign_flip_proposed_s43,CIFAR10,Non-IID,sign_flip,43,120,5,3,0,1.0,1.268628333248974,payload_hash_tamper,1.0,0.0,120,0.2838724996157301
core_cifar10_noniid_sign_flip_proposed_s44_20260609_043500,core_cifar10_noniid_sign_flip_proposed_s44,CIFAR10,Non-IID,sign_flip,44,120,5,3,0,1.0,1.2671774997822165,score_tamper,1.0,0.0,120,0.2837733330428212
core_cifar10_noniid_sign_flip_proposed_s44_20260609_043500,core_cifar10_noniid_sign_flip_proposed_s44,CIFAR10,Non-IID,sign_flip,44,120,5,3,0,1.0,1.2671774997822165,weight_tamper,1.0,0.0,120,0.2833116669838394
core_cifar10_noniid_sign_flip_proposed_s44_20260609_043500,core_cifar10_noniid_sign_flip_proposed_s44,CIFAR10,Non-IID,sign_flip,44,120,5,3,0,1.0,1.2671774997822165,client_weight_tamper,1.0,0.0,120,0.28180166700622067
core_cifar10_noniid_sign_flip_proposed_s44_20260609_043500,core_cifar10_noniid_sign_flip_proposed_s44,CIFAR10,Non-IID,sign_flip,44,120,5,3,0,1.0,1.2671774997822165,model_hash_tamper,1.0,0.0,120,0.2827758327233217
